sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
72,2026-06-28T01:09:44+02:00,2026-06-27T23:09:44+00:00,72.305,32036,True,4,1 2 3 4,,1,True,active,0.38982441284552405,-64.0,45.19471876017734,62.851564762269874,69.48230126933959,1.7700000000000002,178.5375,14,15.844852394577128,0.4198548070886796,94.55910044750765,0.42443128602136493,0.47069116206200823
73,2026-06-28T01:09:45+02:00,2026-06-27T23:09:45+00:00,73.309,32073,True,4,1 2 3 4,,1,True,present_still,0.5229228703913308,-58.0,36.930849052755086,56.41155706039412,59.71385846802582,1.575,160.109375,5,11.585348856669905,0.3792609241460278,55.180334288245994,0.44342707512454227,0.32473529789922206
74,2026-06-28T01:09:46+02:00,2026-06-27T23:09:46+00:00,74.314,32108,True,4,1 2 3 4,,,False,absent,0.46094376437472373,-64.0,38.37791103774423,53.17804079507219,60.047408655910544,1.719178082191781,154.38441780821918,14,15.844852394577128,0.4651175210742622,94.55910044750765,0.42937022906148087,0.4006587223261042
75,2026-06-28T01:09:47+02:00,2026-06-27T23:09:47+00:00,75.316,32144,True,4,1 2 3 4,,1,True,present_still,0.511759069037774,-58.0,37.81552958089633,57.475875160920836,59.239502261642464,1.5875,158.5234375,5,11.585348856669905,0.39320984859506536,55.180334288245994,0.48323717056729454,0.3332885649498656
76,2026-06-28T01:09:48+02:00,2026-06-27T23:09:48+00:00,76.321,32177,True,4,1 2 3 4,,2,True,present_still,0.47450163651521443,-58.0,40.87005584347361,60.661624969436005,64.03003798593377,1.5750000000000002,166.15625,5,11.585348856669905,0.42171665579098855,55.180334288245994,0.4730062561576542,0.3264416943098507
77,2026-06-28T01:09:49+02:00,2026-06-27T23:09:49+00:00,77.324,32216,True,4,1 2 3 4,,1,True,present_still,0.5748415123792717,-58.0,41.08101563685943,61.95528668043326,64.16503770620893,2.1625,170.56640625,5,11.585348856669905,0.40118983406430103,55.180334288245994,0.42921036931860906,0.31544488809679405
78,2026-06-28T01:09:50+02:00,2026-06-27T23:09:50+00:00,78.329,32256,True,4,1 2 3 4,,1,True,present_still,0.4266755471306585,-58.0,34.602807433386594,52.91562793690055,54.397810615616095,2.1750000000000003,148.625,6,9.665086014611893,0.3730622106215006,61.19564971188766,0.40892670602009745,0.5
79,2026-06-28T01:09:51+02:00,2026-06-27T23:09:51+00:00,79.331,32292,True,4,1 2 3 4,,1,True,present_still,0.4960186870182551,-58.0,36.88924534048191,56.52588765801399,58.304456438419756,2.1875000000000004,155.921875,5,11.585348856669905,0.38498340890540395,55.180334288245994,0.4059910691539849,0.32011800834474546
80,2026-06-28T01:09:52+02:00,2026-06-27T23:09:52+00:00,80.336,32324,True,4,1 2 3 4,,1,True,present_still,0.4269751658389486,-58.0,38.39894791996145,58.43915361573592,62.363287085914905,1.6,169.703125,5,11.585348856669905,0.38075656710483485,55.180334288245994,0.4311412008182771,0.36370024138698887
81,2026-06-28T01:09:53+02:00,2026-06-27T23:09:53+00:00,81.341,32365,True,4,1 2 3 4,,1,True,present_still,0.4236534975632672,-58.0,37.478679404412006,56.84856836435249,59.298077320639855,2.1750000000000003,160.64453125,5,11.585348856669905,0.4139521554215241,55.180334288245994,0.48948290710288894,0.3719274062608726
